im_lat,im_lon,clust_lat,clust_lon,nightlight,consumption,nightlight_bin
-17,35.166666,-16.977243,35.205706,0.121212121,2.497625908,1
-17.008333,35.166666,-16.977243,35.205706,0.121212121,2.497625908,1
-16.933333,35.174999,-16.977243,35.205706,0.121212121,2.497625908,1
-16.95,35.174999,-16.977243,35.205706,0.121212121,2.497625908,1
-16.958333,35.174999,-16.977243,35.205706,0.121212121,2.497625908,1
-16.966666,35.174999,-16.977243,35.205706,0.121212121,2.497625908,1
-16.983333,35.174999,-16.977243,35.205706,0.121212121,2.497625908,1
-16.991666,35.174999,-16.977243,35.205706,0.121212121,2.497625908,1
-17,35.174999,-16.977243,35.205706,0.121212121,2.497625908,1
-17.008333,35.174999,-16.977243,35.205706,0.121212121,2.497625908,1
-16.933333,35.183332,-16.977243,35.205706,0.121212121,2.497625908,1
-16.941666,35.183332,-16.977243,35.205706,0.121212121,2.497625908,1
-16.95,35.183332,-16.977243,35.205706,0.121212121,2.497625908,1
-16.958333,35.183332,-16.977243,35.205706,0.121212121,2.497625908,1
-16.966666,35.183332,-16.977243,35.205706,0.121212121,2.497625908,1
-16.991666,35.183332,-16.977243,35.205706,0.121212121,2.497625908,1
-17.008333,35.183332,-16.977243,35.205706,0.121212121,2.497625908,1
-17.016666,35.183332,-16.977243,35.205706,0.121212121,2.497625908,1
-16.933333,35.191666,-16.977243,35.205706,0.121212121,2.497625908,1
-16.95,35.191666,-16.977243,35.205706,0.121212121,2.497625908,1
-16.958333,35.191666,-16.977243,35.205706,0.121212121,2.497625908,1
-16.966666,35.191666,-16.977243,35.205706,0.121212121,2.497625908,1
-16.975,35.191666,-16.977243,35.205706,0.121212121,2.497625908,1
-16.983333,35.191666,-16.977243,35.205706,0.121212121,2.497625908,1
-16.991666,35.191666,-16.977243,35.205706,0.121212121,2.497625908,1
-17,35.191666,-16.977243,35.205706,0.121212121,2.497625908,1
-17.008333,35.191666,-16.977243,35.205706,0.121212121,2.497625908,1
-17.016666,35.191666,-16.977243,35.205706,0.121212121,2.497625908,1
-16.933333,35.199999,-16.977243,35.205706,0.121212121,2.497625908,1
-16.941666,35.199999,-16.977243,35.205706,0.121212121,2.497625908,1
-16.95,35.199999,-16.977243,35.205706,0.121212121,2.497625908,1
-16.966666,35.199999,-16.977243,35.205706,0.121212121,2.497625908,1
-16.975,35.199999,-16.977243,35.205706,0.121212121,2.497625908,1
-16.983333,35.199999,-16.977243,35.205706,0.121212121,2.497625908,1
-17,35.199999,-16.977243,35.205706,0.121212121,2.497625908,1
-17.016666,35.199999,-16.977243,35.205706,0.121212121,2.497625908,1
-16.933333,35.208332,-16.977243,35.205706,0.121212121,2.497625908,1
-16.941666,35.208332,-16.977243,35.205706,0.121212121,2.497625908,1
-16.95,35.208332,-16.977243,35.205706,0.121212121,2.497625908,1
-16.966666,35.208332,-16.977243,35.205706,0.121212121,2.497625908,1
-16.975,35.208332,-16.977243,35.205706,0.121212121,2.497625908,1
-16.991666,35.208332,-16.977243,35.205706,0.121212121,2.497625908,1
-17,35.208332,-16.977243,35.205706,0.121212121,2.497625908,1
-17.016666,35.208332,-16.977243,35.205706,0.121212121,2.497625908,1
-16.941666,35.216666,-16.977243,35.205706,0.121212121,2.497625908,1
-16.958333,35.216666,-16.977243,35.205706,0.121212121,2.497625908,1
-17,35.216666,-16.977243,35.205706,0.121212121,2.497625908,1
-17.008333,35.216666,-16.977243,35.205706,0.121212121,2.497625908,1
-16.933333,35.224999,-16.977243,35.205706,0.121212121,2.497625908,1
-16.958333,35.224999,-16.977243,35.205706,0.121212121,2.497625908,1
-16.966666,35.224999,-16.977243,35.205706,0.121212121,2.497625908,1
-16.975,35.224999,-16.977243,35.205706,0.121212121,2.497625908,1
-16.983333,35.224999,-16.977243,35.205706,0.121212121,2.497625908,1
-17.008333,35.224999,-16.977243,35.205706,0.121212121,2.497625908,1
-17.016666,35.224999,-16.977243,35.205706,0.121212121,2.497625908,1
-16.933333,35.233332,-16.977243,35.205706,0.121212121,2.497625908,1
-16.941666,35.233332,-16.977243,35.205706,0.121212121,2.497625908,1
-16.95,35.233332,-16.977243,35.205706,0.121212121,2.497625908,1
-16.958333,35.233332,-16.977243,35.205706,0.121212121,2.497625908,1
-16.966666,35.233332,-16.977243,35.205706,0.121212121,2.497625908,1
-16.975,35.233332,-16.977243,35.205706,0.121212121,2.497625908,1
-16.983333,35.233332,-16.977243,35.205706,0.121212121,2.497625908,1
-16.991666,35.233332,-16.977243,35.205706,0.121212121,2.497625908,1
-17,35.233332,-16.977243,35.205706,0.121212121,2.497625908,1
-17.008333,35.233332,-16.977243,35.205706,0.121212121,2.497625908,1
-17.016666,35.233332,-16.977243,35.205706,0.121212121,2.497625908,1
-16.933333,35.241666,-16.977243,35.205706,0.121212121,2.497625908,1
-16.941666,35.241666,-16.977243,35.205706,0.121212121,2.497625908,1
-16.95,35.241666,-16.977243,35.205706,0.121212121,2.497625908,1
-16.958333,35.241666,-16.977243,35.205706,0.121212121,2.497625908,1
-16.975,35.241666,-16.977243,35.205706,0.121212121,2.497625908,1
-16.983333,35.241666,-16.977243,35.205706,0.121212121,2.497625908,1
-16.991666,35.241666,-16.977243,35.205706,0.121212121,2.497625908,1
-17.008333,35.241666,-16.977243,35.205706,0.121212121,2.497625908,1
-17.016666,35.241666,-16.977243,35.205706,0.121212121,2.497625908,1
-16.916666,35.124999,-16.956385,35.168967,0.502673797,1.688760311,1
-16.933333,35.124999,-16.956385,35.168967,0.502673797,1.688760311,1
-16.941666,35.124999,-16.956385,35.168967,0.502673797,1.688760311,1
-16.95,35.124999,-16.956385,35.168967,0.502673797,1.688760311,1
-16.975,35.124999,-16.956385,35.168967,0.502673797,1.688760311,1
-16.983333,35.124999,-16.956385,35.168967,0.502673797,1.688760311,1
-16.991666,35.124999,-16.956385,35.168967,0.502673797,1.688760311,1
-16.908333,35.133332,-16.956385,35.168967,0.502673797,1.688760311,1
-16.916666,35.133332,-16.956385,35.168967,0.502673797,1.688760311,1
-16.925,35.133332,-16.956385,35.168967,0.502673797,1.688760311,1
-16.95,35.133332,-16.956385,35.168967,0.502673797,1.688760311,1
-16.958333,35.133332,-16.956385,35.168967,0.502673797,1.688760311,1
-16.966666,35.133332,-16.956385,35.168967,0.502673797,1.688760311,1
-16.975,35.133332,-16.956385,35.168967,0.502673797,1.688760311,1
-16.983333,35.133332,-16.956385,35.168967,0.502673797,1.688760311,1
-16.991666,35.133332,-16.956385,35.168967,0.502673797,1.688760311,1
-16.908333,35.141666,-16.956385,35.168967,0.502673797,1.688760311,1
-16.941666,35.141666,-16.956385,35.168967,0.502673797,1.688760311,1
-16.95,35.141666,-16.956385,35.168967,0.502673797,1.688760311,1
-16.966666,35.141666,-16.956385,35.168967,0.502673797,1.688760311,1
-16.975,35.141666,-16.956385,35.168967,0.502673797,1.688760311,1
-16.908333,35.149999,-16.956385,35.168967,0.502673797,1.688760311,1
-16.925,35.149999,-16.956385,35.168967,0.502673797,1.688760311,1
-16.933333,35.149999,-16.956385,35.168967,0.502673797,1.688760311,1
-16.941666,35.149999,-16.956385,35.168967,0.502673797,1.688760311,1
-16.95,35.149999,-16.956385,35.168967,0.502673797,1.688760311,1
-16.958333,35.149999,-16.956385,35.168967,0.502673797,1.688760311,1
-16.966666,35.149999,-16.956385,35.168967,0.502673797,1.688760311,1
-16.983333,35.149999,-16.956385,35.168967,0.502673797,1.688760311,1
-16.991666,35.149999,-16.956385,35.168967,0.502673797,1.688760311,1
-16.908333,35.158332,-16.956385,35.168967,0.502673797,1.688760311,1
-16.925,35.158332,-16.956385,35.168967,0.502673797,1.688760311,1
-16.933333,35.158332,-16.956385,35.168967,0.502673797,1.688760311,1
-16.941666,35.158332,-16.956385,35.168967,0.502673797,1.688760311,1
-16.908333,35.166666,-16.956385,35.168967,0.502673797,1.688760311,1
-16.916666,35.166666,-16.956385,35.168967,0.502673797,1.688760311,1
-16.925,35.166666,-16.956385,35.168967,0.502673797,1.688760311,1
-16.95,35.166666,-16.956385,35.168967,0.502673797,1.688760311,1
-16.925,35.174999,-16.956385,35.168967,0.502673797,1.688760311,1
-16.941666,35.174999,-16.956385,35.168967,0.502673797,1.688760311,1
-16.908333,35.183332,-16.956385,35.168967,0.502673797,1.688760311,1
-16.916666,35.183332,-16.956385,35.168967,0.502673797,1.688760311,1
-16.925,35.183332,-16.956385,35.168967,0.502673797,1.688760311,1
-16.983333,35.183332,-16.956385,35.168967,0.502673797,1.688760311,1
-16.908333,35.191666,-16.956385,35.168967,0.502673797,1.688760311,1
-16.916666,35.191666,-16.956385,35.168967,0.502673797,1.688760311,1
-16.941666,35.191666,-16.956385,35.168967,0.502673797,1.688760311,1
-16.908333,35.199999,-16.956385,35.168967,0.502673797,1.688760311,1
-16.916666,35.199999,-16.956385,35.168967,0.502673797,1.688760311,1
-16.925,35.199999,-16.956385,35.168967,0.502673797,1.688760311,1
-16.958333,35.199999,-16.956385,35.168967,0.502673797,1.688760311,1
-16.991666,35.199999,-16.956385,35.168967,0.502673797,1.688760311,1
-16.908333,35.208332,-16.956385,35.168967,0.502673797,1.688760311,1
-16.916666,35.208332,-16.956385,35.168967,0.502673797,1.688760311,1
-16.925,35.208332,-16.956385,35.168967,0.502673797,1.688760311,1
-16.958333,35.208332,-16.956385,35.168967,0.502673797,1.688760311,1
-16.983333,35.208332,-16.956385,35.168967,0.502673797,1.688760311,1
-16.958333,35.166666,-16.954723,35.215598,0.502673797,2.142030672,1
-16.908333,35.174999,-16.954723,35.215598,0.502673797,2.142030672,1
-16.975,35.183332,-16.954723,35.215598,0.502673797,2.142030672,1
-16.925,35.191666,-16.954723,35.215598,0.502673797,2.142030672,1
-16.908333,35.216666,-16.954723,35.215598,0.502673797,2.142030672,1
-16.916666,35.216666,-16.954723,35.215598,0.502673797,2.142030672,1
-16.925,35.216666,-16.954723,35.215598,0.502673797,2.142030672,1
-16.933333,35.216666,-16.954723,35.215598,0.502673797,2.142030672,1
-16.95,35.216666,-16.954723,35.215598,0.502673797,2.142030672,1
-16.966666,35.216666,-16.954723,35.215598,0.502673797,2.142030672,1
-16.975,35.216666,-16.954723,35.215598,0.502673797,2.142030672,1
-16.983333,35.216666,-16.954723,35.215598,0.502673797,2.142030672,1
-16.991666,35.216666,-16.954723,35.215598,0.502673797,2.142030672,1
-16.908333,35.224999,-16.954723,35.215598,0.502673797,2.142030672,1
-16.925,35.224999,-16.954723,35.215598,0.502673797,2.142030672,1
-16.941666,35.224999,-16.954723,35.215598,0.502673797,2.142030672,1
-16.991666,35.224999,-16.954723,35.215598,0.502673797,2.142030672,1
-16.908333,35.233332,-16.954723,35.215598,0.502673797,2.142030672,1
-16.916666,35.233332,-16.954723,35.215598,0.502673797,2.142030672,1
-16.925,35.233332,-16.954723,35.215598,0.502673797,2.142030672,1
-16.908333,35.241666,-16.954723,35.215598,0.502673797,2.142030672,1
-16.916666,35.241666,-16.954723,35.215598,0.502673797,2.142030672,1
-16.925,35.241666,-16.954723,35.215598,0.502673797,2.142030672,1
-16.908333,35.249999,-16.954723,35.215598,0.502673797,2.142030672,1
-16.916666,35.249999,-16.954723,35.215598,0.502673797,2.142030672,1
-16.925,35.249999,-16.954723,35.215598,0.502673797,2.142030672,1
-16.941666,35.249999,-16.954723,35.215598,0.502673797,2.142030672,1
-16.95,35.249999,-16.954723,35.215598,0.502673797,2.142030672,1
-16.958333,35.249999,-16.954723,35.215598,0.502673797,2.142030672,1
-16.966666,35.249999,-16.954723,35.215598,0.502673797,2.142030672,1
-16.983333,35.249999,-16.954723,35.215598,0.502673797,2.142030672,1
-16.991666,35.249999,-16.954723,35.215598,0.502673797,2.142030672,1
-16.9,35.199999,-16.939071,35.24181,0.616477273,2.037786873,1
-16.891666,35.216666,-16.939071,35.24181,0.616477273,2.037786873,1
-16.9,35.224999,-16.939071,35.24181,0.616477273,2.037786873,1
-16.95,35.224999,-16.939071,35.24181,0.616477273,2.037786873,1
-16.891666,35.233332,-16.939071,35.24181,0.616477273,2.037786873,1
-16.9,35.233332,-16.939071,35.24181,0.616477273,2.037786873,1
-16.891666,35.241666,-16.939071,35.24181,0.616477273,2.037786873,1
-16.966666,35.241666,-16.939071,35.24181,0.616477273,2.037786873,1
-16.891666,35.249999,-16.939071,35.24181,0.616477273,2.037786873,1
-16.9,35.249999,-16.939071,35.24181,0.616477273,2.037786873,1
-16.933333,35.249999,-16.939071,35.24181,0.616477273,2.037786873,1
-16.891666,35.258332,-16.939071,35.24181,0.616477273,2.037786873,1
-16.9,35.258332,-16.939071,35.24181,0.616477273,2.037786873,1
-16.908333,35.258332,-16.939071,35.24181,0.616477273,2.037786873,1
-16.916666,35.258332,-16.939071,35.24181,0.616477273,2.037786873,1
-16.925,35.258332,-16.939071,35.24181,0.616477273,2.037786873,1
-16.941666,35.258332,-16.939071,35.24181,0.616477273,2.037786873,1
-16.95,35.258332,-16.939071,35.24181,0.616477273,2.037786873,1
-16.958333,35.258332,-16.939071,35.24181,0.616477273,2.037786873,1
-16.966666,35.258332,-16.939071,35.24181,0.616477273,2.037786873,1
-16.975,35.258332,-16.939071,35.24181,0.616477273,2.037786873,1
-16.891666,35.266666,-16.939071,35.24181,0.616477273,2.037786873,1
-16.9,35.266666,-16.939071,35.24181,0.616477273,2.037786873,1
-16.916666,35.266666,-16.939071,35.24181,0.616477273,2.037786873,1
-16.925,35.266666,-16.939071,35.24181,0.616477273,2.037786873,1
-16.933333,35.266666,-16.939071,35.24181,0.616477273,2.037786873,1
-16.941666,35.266666,-16.939071,35.24181,0.616477273,2.037786873,1
-16.95,35.266666,-16.939071,35.24181,0.616477273,2.037786873,1
-16.966666,35.266666,-16.939071,35.24181,0.616477273,2.037786873,1
-16.975,35.266666,-16.939071,35.24181,0.616477273,2.037786873,1
-16.891666,35.274999,-16.939071,35.24181,0.616477273,2.037786873,1
-16.9,35.274999,-16.939071,35.24181,0.616477273,2.037786873,1
-16.908333,35.274999,-16.939071,35.24181,0.616477273,2.037786873,1
-16.925,35.274999,-16.939071,35.24181,0.616477273,2.037786873,1
-16.933333,35.274999,-16.939071,35.24181,0.616477273,2.037786873,1
-16.941666,35.274999,-16.939071,35.24181,0.616477273,2.037786873,1
-16.958333,35.274999,-16.939071,35.24181,0.616477273,2.037786873,1
-16.966666,35.274999,-16.939071,35.24181,0.616477273,2.037786873,1
-16.975,35.274999,-16.939071,35.24181,0.616477273,2.037786873,1
-16.866666,35.216666,-16.914725,35.265168,0.657575758,8.264191166,1
-16.875,35.216666,-16.914725,35.265168,0.657575758,8.264191166,1
-16.883333,35.216666,-16.914725,35.265168,0.657575758,8.264191166,1
-16.875,35.224999,-16.914725,35.265168,0.657575758,8.264191166,1
-16.883333,35.224999,-16.914725,35.265168,0.657575758,8.264191166,1
-16.891666,35.224999,-16.914725,35.265168,0.657575758,8.264191166,1
-16.916666,35.224999,-16.914725,35.265168,0.657575758,8.264191166,1
-16.866666,35.233332,-16.914725,35.265168,0.657575758,8.264191166,1
-16.875,35.233332,-16.914725,35.265168,0.657575758,8.264191166,1
-16.883333,35.233332,-16.914725,35.265168,0.657575758,8.264191166,1
-16.866666,35.241666,-16.914725,35.265168,0.657575758,8.264191166,1
-16.875,35.241666,-16.914725,35.265168,0.657575758,8.264191166,1
-16.883333,35.241666,-16.914725,35.265168,0.657575758,8.264191166,1
-16.9,35.241666,-16.914725,35.265168,0.657575758,8.264191166,1
-16.866666,35.249999,-16.914725,35.265168,0.657575758,8.264191166,1
-16.883333,35.249999,-16.914725,35.265168,0.657575758,8.264191166,1
-16.933333,35.258332,-16.914725,35.265168,0.657575758,8.264191166,1
-16.866666,35.266666,-16.914725,35.265168,0.657575758,8.264191166,1
-16.883333,35.266666,-16.914725,35.265168,0.657575758,8.264191166,1
-16.866666,35.274999,-16.914725,35.265168,0.657575758,8.264191166,1
-16.875,35.274999,-16.914725,35.265168,0.657575758,8.264191166,1
-16.883333,35.274999,-16.914725,35.265168,0.657575758,8.264191166,1
-16.916666,35.274999,-16.914725,35.265168,0.657575758,8.264191166,1
-16.95,35.274999,-16.914725,35.265168,0.657575758,8.264191166,1
-16.875,35.283332,-16.914725,35.265168,0.657575758,8.264191166,1
-16.883333,35.283332,-16.914725,35.265168,0.657575758,8.264191166,1
-16.891666,35.283332,-16.914725,35.265168,0.657575758,8.264191166,1
-16.9,35.283332,-16.914725,35.265168,0.657575758,8.264191166,1
-16.908333,35.283332,-16.914725,35.265168,0.657575758,8.264191166,1
-16.916666,35.283332,-16.914725,35.265168,0.657575758,8.264191166,1
-16.925,35.283332,-16.914725,35.265168,0.657575758,8.264191166,1
-16.941666,35.283332,-16.914725,35.265168,0.657575758,8.264191166,1
-16.95,35.283332,-16.914725,35.265168,0.657575758,8.264191166,1
-16.875,35.291666,-16.914725,35.265168,0.657575758,8.264191166,1
-16.883333,35.291666,-16.914725,35.265168,0.657575758,8.264191166,1
-16.891666,35.291666,-16.914725,35.265168,0.657575758,8.264191166,1
-16.916666,35.291666,-16.914725,35.265168,0.657575758,8.264191166,1
-16.925,35.291666,-16.914725,35.265168,0.657575758,8.264191166,1
-16.933333,35.291666,-16.914725,35.265168,0.657575758,8.264191166,1
-16.941666,35.291666,-16.914725,35.265168,0.657575758,8.264191166,1
-16.95,35.291666,-16.914725,35.265168,0.657575758,8.264191166,1
-16.875,35.299999,-16.914725,35.265168,0.657575758,8.264191166,1
-16.883333,35.299999,-16.914725,35.265168,0.657575758,8.264191166,1
-16.908333,35.299999,-16.914725,35.265168,0.657575758,8.264191166,1
-16.925,35.299999,-16.914725,35.265168,0.657575758,8.264191166,1
-16.933333,35.299999,-16.914725,35.265168,0.657575758,8.264191166,1
-16.941666,35.299999,-16.914725,35.265168,0.657575758,8.264191166,1
-16.95,35.299999,-16.914725,35.265168,0.657575758,8.264191166,1
-16.791666,35.233332,-16.826165,35.269503,0,1.654650774,1
-16.808333,35.249999,-16.826165,35.269503,0,1.654650774,1
-16.791666,35.258332,-16.826165,35.269503,0,1.654650774,1
-16.825,35.283332,-16.826165,35.269503,0,1.654650774,1
-16.833333,35.291666,-16.826165,35.269503,0,1.654650774,1
-16.783333,35.308332,-16.826165,35.269503,0,1.654650774,1
-16.741666,35.233332,-16.750418,35.257341,0,2.595803641,1
-16.758333,35.266666,-16.750418,35.257341,0,2.595803641,1
-16.775,35.291666,-16.750418,35.257341,0,2.595803641,1
-16.708333,34.883332,-16.738025,34.927118,0,1.800190646,1
-16.733333,34.891666,-16.738025,34.927118,0,1.800190646,1
-16.716666,34.933332,-16.738025,34.927118,0,1.800190646,1
-16.75,34.933332,-16.738025,34.927118,0,1.800190646,1
-16.733333,34.949999,-16.738025,34.927118,0,1.800190646,1
-16.766666,34.949999,-16.738025,34.927118,0,1.800190646,1
-16.733333,34.966666,-16.738025,34.927118,0,1.800190646,1
-16.741666,34.966666,-16.738025,34.927118,0,1.800190646,1
-16.716666,35.216666,-16.737738,35.242437,0,2.535147562,1
-16.725,35.216666,-16.737738,35.242437,0,2.535147562,1
-16.691666,35.233332,-16.737738,35.242437,0,2.535147562,1
-16.733333,35.241666,-16.737738,35.242437,0,2.535147562,1
-16.741666,35.258332,-16.737738,35.242437,0,2.535147562,1
-16.766666,35.274999,-16.737738,35.242437,0,2.535147562,1
-16.608333,35.066666,-16.648067,35.113616,0,1.839572892,1
-16.608333,35.074999,-16.648067,35.113616,0,1.839572892,1
-16.675,35.074999,-16.648067,35.113616,0,1.839572892,1
-16.658333,35.083332,-16.648067,35.113616,0,1.839572892,1
-16.65,35.091666,-16.648067,35.113616,0,1.839572892,1
-16.633333,35.108332,-16.648067,35.113616,0,1.839572892,1
-16.641666,35.124999,-16.648067,35.113616,0,1.839572892,1
-16.65,35.133332,-16.648067,35.113616,0,1.839572892,1
-16.55,35.083332,-16.592197,35.129116,0.623529412,2.130613876,1
-16.558333,35.083332,-16.592197,35.129116,0.623529412,2.130613876,1
-16.566666,35.083332,-16.592197,35.129116,0.623529412,2.130613876,1
-16.575,35.083332,-16.592197,35.129116,0.623529412,2.130613876,1
-16.583333,35.083332,-16.592197,35.129116,0.623529412,2.130613876,1
-16.591666,35.083332,-16.592197,35.129116,0.623529412,2.130613876,1
-16.6,35.083332,-16.592197,35.129116,0.623529412,2.130613876,1
-16.608333,35.083332,-16.592197,35.129116,0.623529412,2.130613876,1
-16.625,35.083332,-16.592197,35.129116,0.623529412,2.130613876,1
-16.55,35.091666,-16.592197,35.129116,0.623529412,2.130613876,1
-16.558333,35.091666,-16.592197,35.129116,0.623529412,2.130613876,1
-16.566666,35.091666,-16.592197,35.129116,0.623529412,2.130613876,1
-16.575,35.091666,-16.592197,35.129116,0.623529412,2.130613876,1
-16.591666,35.091666,-16.592197,35.129116,0.623529412,2.130613876,1
-16.6,35.091666,-16.592197,35.129116,0.623529412,2.130613876,1
-16.608333,35.091666,-16.592197,35.129116,0.623529412,2.130613876,1
-16.625,35.091666,-16.592197,35.129116,0.623529412,2.130613876,1
-16.55,35.099999,-16.592197,35.129116,0.623529412,2.130613876,1
-16.566666,35.099999,-16.592197,35.129116,0.623529412,2.130613876,1
-16.575,35.099999,-16.592197,35.129116,0.623529412,2.130613876,1
-16.583333,35.099999,-16.592197,35.129116,0.623529412,2.130613876,1
-16.6,35.099999,-16.592197,35.129116,0.623529412,2.130613876,1
-16.616666,35.099999,-16.592197,35.129116,0.623529412,2.130613876,1
-16.625,35.099999,-16.592197,35.129116,0.623529412,2.130613876,1
-16.55,35.108332,-16.592197,35.129116,0.623529412,2.130613876,1
-16.566666,35.108332,-16.592197,35.129116,0.623529412,2.130613876,1
-16.575,35.108332,-16.592197,35.129116,0.623529412,2.130613876,1
-16.583333,35.108332,-16.592197,35.129116,0.623529412,2.130613876,1
-16.591666,35.108332,-16.592197,35.129116,0.623529412,2.130613876,1
-16.6,35.108332,-16.592197,35.129116,0.623529412,2.130613876,1
-16.616666,35.108332,-16.592197,35.129116,0.623529412,2.130613876,1
-16.625,35.108332,-16.592197,35.129116,0.623529412,2.130613876,1
-16.558333,35.116666,-16.592197,35.129116,0.623529412,2.130613876,1
-16.566666,35.116666,-16.592197,35.129116,0.623529412,2.130613876,1
-16.583333,35.116666,-16.592197,35.129116,0.623529412,2.130613876,1
-16.591666,35.116666,-16.592197,35.129116,0.623529412,2.130613876,1
-16.6,35.116666,-16.592197,35.129116,0.623529412,2.130613876,1
-16.616666,35.116666,-16.592197,35.129116,0.623529412,2.130613876,1
-16.625,35.116666,-16.592197,35.129116,0.623529412,2.130613876,1
-16.575,35.124999,-16.592197,35.129116,0.623529412,2.130613876,1
-16.591666,35.124999,-16.592197,35.129116,0.623529412,2.130613876,1
-16.6,35.124999,-16.592197,35.129116,0.623529412,2.130613876,1
-16.608333,35.124999,-16.592197,35.129116,0.623529412,2.130613876,1
-16.55,35.133332,-16.592197,35.129116,0.623529412,2.130613876,1
-16.566666,35.133332,-16.592197,35.129116,0.623529412,2.130613876,1
-16.575,35.133332,-16.592197,35.129116,0.623529412,2.130613876,1
-16.583333,35.133332,-16.592197,35.129116,0.623529412,2.130613876,1
-16.608333,35.133332,-16.592197,35.129116,0.623529412,2.130613876,1
-16.625,35.133332,-16.592197,35.129116,0.623529412,2.130613876,1
-16.558333,35.141666,-16.592197,35.129116,0.623529412,2.130613876,1
-16.6,35.141666,-16.592197,35.129116,0.623529412,2.130613876,1
-16.608333,35.141666,-16.592197,35.129116,0.623529412,2.130613876,1
-16.625,35.141666,-16.592197,35.129116,0.623529412,2.130613876,1
-16.558333,35.149999,-16.592197,35.129116,0.623529412,2.130613876,1
-16.566666,35.149999,-16.592197,35.129116,0.623529412,2.130613876,1
-16.575,35.149999,-16.592197,35.129116,0.623529412,2.130613876,1
-16.583333,35.149999,-16.592197,35.129116,0.623529412,2.130613876,1
-16.591666,35.149999,-16.592197,35.129116,0.623529412,2.130613876,1
-16.6,35.149999,-16.592197,35.129116,0.623529412,2.130613876,1
-16.608333,35.149999,-16.592197,35.129116,0.623529412,2.130613876,1
-16.616666,35.149999,-16.592197,35.129116,0.623529412,2.130613876,1
-16.625,35.149999,-16.592197,35.129116,0.623529412,2.130613876,1
-16.55,35.158332,-16.592197,35.129116,0.623529412,2.130613876,1
-16.558333,35.158332,-16.592197,35.129116,0.623529412,2.130613876,1
-16.566666,35.158332,-16.592197,35.129116,0.623529412,2.130613876,1
-16.575,35.158332,-16.592197,35.129116,0.623529412,2.130613876,1
-16.583333,35.158332,-16.592197,35.129116,0.623529412,2.130613876,1
-16.591666,35.158332,-16.592197,35.129116,0.623529412,2.130613876,1
